#:x t E B
29 2.45 -0.00051960136746 0.00027181743869
30 2.45 -0.000118391966717 5.94442064043e-05
31 2.45 -2.45872587026e-05 1.1878768294e-05
32 2.45 -4.67832989159e-06 2.17963594684e-06
33 2.45 -8.19298451316e-07 3.68819756651e-07
34 2.45 -1.32590874041e-07 5.77723690898e-08
35 2.45 -1.99005938193e-08 8.40593463824e-09
36 2.45 -2.77908295894e-09 1.13959079247e-09
37 2.45 -3.62149405541e-10 1.44351447697e-10
38 2.45 -4.41547470856e-11 1.71280258437e-11
39 2.45 -5.04921065852e-12 1.90817794124e-12
40 2.45 -5.42740916211e-13 2.00025726909e-13
41 2.45 -5.49509548809e-14 1.97681816756e-14
42 2.45 -5.25043398038e-15 1.84525597428e-15
43 2.45 -4.74260233667e-16 1.62965020338e-16
44 2.45 -4.05649613362e-17 1.36385616854e-17
45 2.45 -3.29050146405e-18 1.08323449651e-18
46 2.45 -2.53495854403e-19 8.17633541503e-20
47 2.45 -1.85720489252e-20 5.87277414806e-21
48 2.45 -1.29559720238e-21 4.01987412621e-22
49 2.45 -8.58343816088e-23 2.78684515951e-23

0 2.5 0.28933012829 -0.497499036836
1 2.5 0.718232560408 -0.85761485577
2 2.5 0.962875905963 -0.99603055073
3 2.5 0.973394992627 -0.8978312888
4 2.5 0.734728450464 -0.557371159107
5 2.5 0.313703552087 -0.0996272519058
6 2.5 -0.177475169656 0.404467946242
7 2.5 -0.645959052391 0.795459585804
8 2.5 -0.919136749467 0.979644763373
9 2.5 -0.997870068497 0.951796307481
10 2.5 -0.810677727323 0.639578175938
11 2.5 -0.399965462862 0.196975316667
12 2.5 0.0573619929083 -0.27551587752
13 2.5 0.543874480794 -0.740978303914
14 2.5 0.912731640003 -0.980747143734
15 2.5 0.981732203016 -0.933141899233
16 2.5 0.836086989111 -0.728960352476
17 2.5 0.552381105034 -0.361124346446
18 2.5 0.0722787829341 0.192119780698
19 2.5 -0.506399208285 0.723985113098
20 2.5 -0.904660792033 0.971411283769
21 2.5 -0.95878725349 0.886079564
22 2.5 -0.750829329292 0.622506803335
23 2.5 -0.468543432503 0.355844199323
24 2.5 -0.242538151445 0.170949622442
25 2.5 -0.10687141215 0.0705522431908
26 2.5 -0.040832518174 0.0254220671114
27 2.5 -0.0137180929283 0.00809855407089
28 2.5 -0.00409762824032 0.002303908685
29 2.5 -0.00109809624991 0.000590173354997
30 2.5 -0.000266000804442 0.000137079756322
31 2.5 -5.86180932498e-05 2.90422211469e-05
32 2.5 -1.18160826223e-05 5.6414000375e-06
33 2.5 -2.1892197282e-06 1.00926445563e-06
34 2.5 -3.74379591123e-07 1.66962199611e-07
35 2.5 -5.93158691212e-08 2.5631443441e-08
36 2.5 -8.73623528476e-09 3.66318733951e-09
37 2.5 -1.19974131516e-09 4.88801466573e-10
38 2.5 -1.54047103879e-10 6.10569648185e-11
39 2.5 -1.85399916191e-11 7.15666603621e-12
40 2.5 -2.09629159958e-12 7.8889070995e-13
41 2.5 -2.23149694356e-13 8.19475616791e-14
42 2.5 -2.24072942303e-14 8.03682643792e-15
43 2.5 -2.12625337727e-15 7.45452451544e-16
44 2.5 -1.90986113653e-16 6.55008759648e-17
45 2.5 -1.62640620579e-17 5.46039517392e-18
46 2.5 -1.31501770729e-18 4.3248052033e-19
47 2.5 -1.01089101728e-19 3.25876111287e-20
48 2.5 -7.39772380866e-21 2.33961582792e-21
49 2.5 -5.13830702367e-22 1.7056262914e-22

0 2.55 0.0440559443295 -0.267216012211
1 2.55 0.521843130946 -0.703337588041
2 2.55 0.870622456095 -0.955608135901
3 2.55 0.997786145629 -0.979945221235
4 2.55 0.884329283576 -0.747880285921
5 2.55 0.534084137581 -0.336688152943
6 2.55 0.0738020638752 0.156886679099
7 2.55 -0.433058671423 0.628188144491
8 2.55 -0.807630933941 0.909641595793
9 2.55 -0.986757320973 1.00266094205
10 2.55 -0.941612747025 0.821719789079
11 2.55 -0.614362425491 0.420531845126
12 2.55 -0.175367355441 -0.0335025958613
13 2.55 0.303629018236 -0.526817785674
14 2.55 0.764484848343 -0.902157429668
15 2.55 0.981511117852 -0.980502697359
16 2.55 0.924288183187 -0.847323237898
17 2.55 0.717276268098 -0.572191000261
18 2.55 0.335212976946 -0.0951022549741
19 2.55 -0.227801252515 0.486179219138
20 2.55 -0.747869743362 0.893527738241
21 2.55 -0.972350805115 0.959675522513
22 2.55 -0.871618285435 0.760269708422
23 2.55 -0.605659727569 0.480135900994
24 2.55 -0.343872090295 0.251750092655
25 2.55 -0.164595242284 0.112477300528
26 2.55 -0.0678510605685 0.043617419468
27 2.55 -0.0244710857903 0.0148872933078
28 2.55 -0.00781651679206 0.00452185513813
29 2.55 -0.00223306264742 0.00123326462151
30 2.55 -0.000575219083438 0.000304282786433
31 2.55 -0.00013451495541 6.83487284194e-05
32 2.55 -2.87240029432e-05 1.40534583234e-05
33 2.55 -5.6292650666e-06 2.65765929712e-06
34 2.55 -1.01698690731e-06 4.64190303326e-07
35 2.55 -1.70035431432e-07 7.5160261536e-08
36 2.55 -2.64024438562e-08 1.13193609819e-08
37 2.55 -3.81940680124e-09 1.59037842692e-09
38 2.55 -5.16215195279e-10 2.09028802886e-10
39 2.55 -6.5354117279e-11 2.5764198688e-11
40 2.55 -7.76873086773e-12 2.98482741466e-12
41 2.55 -8.68971870143e-13 3.25703208987e-13
42 2.55 -9.16451973252e-14 3.35400482403e-14
43 2.55 -9.12991702928e-15 3.26528611782e-15
44 2.55 -8.60645141508e-16 3.01035049862e-16
45 2.55 -7.68912857062e-17 2.63223442471e-17
46 2.55 -6.52041456495e-18 2.18611603363e-18
47 2.55 -5.25564647353e-19 1.72684541061e-19
48 2.55 -4.03172497024e-20 1.29944160711e-20
49 2.55 -2.93367104571e-21 9.95515759272e-22

0 2.6 -0.204025700425 -0.0212802592831
1 2.6 0.293328101687 -0.503478552067
2 2.6 0.723329674111 -0.858285671927
3 2.6 0.962141557874 -0.998481249017
4 2.6 0.975337729258 -0.893707550892
5 2.6 0.726651655641 -0.553195232452
6 2.6 0.313997481788 -0.0965675930087
7 2.6 -0.18765388848 0.414282742015
8 2.6 -0.647435939557 0.792111904471
9 2.6 -0.919442883581 0.98572291576
10 2.6 -1.00314205751 0.949359747997
11 2.6 -0.80034439651 0.630127174627
12 2.6 -0.398031702196 0.199394394048
13 2.6 0.0580295644535 -0.283060272139
14 2.6 0.55624300949 -0.750621877663
15 2.6 0.91349294329 -0.974908610237
16 2.6 0.974309981406 -0.929563996308
17 2.6 0.838506846411 -0.733548160006
18 2.6 0.554044096808 -0.357166986592
19 2.6 0.0616750856983 0.205438841791
20 2.6 -0.518286981764 0.731549315237
21 2.6 -0.905553900604 0.96742799196
22 2.6 -0.95115055066 0.877593005619
23 2.6 -0.743367418505 0.616891906866
24 2.6 -0.465443412392 0.354548686222
25 2.6 -0.24280568283 0.171946820648
26 2.6 -0.108222490528 0.0718871666313
27 2.6 -0.0419599697802 0.0263193847725
28 2.6 -0.0143456715023 0.00854187954467
29 2.6 -0.00437166767912 0.00248156812758
30 2.6 -0.00119790289363 0.00065056246811
31 2.6 -0.000297316576871 0.000154946328127
32 2.6 -6.7256640199e-05 3.37222257575e-05
33 2.6 -1.39409448088e-05 6.74018436568e-06
34 2.6 -2.66020988794e-06 1.24267288479e-06
35 2.6 -4.69236073232e-07 2.12158596804e-07
36 2.6 -7.67902052204e-08 3.36581739085e-08
37 2.6 -1.16971808121e-08 4.97738578743e-09
38 2.6 -1.66341303366e-09 6.88047157721e-10
39 2.6 -2.21424779651e-10 8.91365312002e-11
40 2.6 -2.76580121564e-11 1.0847573585e-11
41 2.6 -3.24905424733e-12 1.24275125497e-12
42 2.6 -3.59690760552e-13 1.34299023426e-13
43 2.6 -3.75979995919e-14 1.37150180609e-14
44 2.6 -3.71731828515e-15 1.32585321625e-15
45 2.6 -3.48206579689e-16 1.21523332961e-16
46 2.6 -3.09493123422e-17 1.05762806756e-17
47 2.6 -2.61392533308e-18 8.75223322519e-19
48 2.6 -2.10055858858e-19 6.89827568334e-20
49 2.6 -1.60007155265e-20 5.55029409557e-21

0 2.65 -0.439862685617 0.225689434395
1 2.65 0.0479413946132 -0.271951549589
2 2.65 0.528680014455 -0.707593318437
3 2.65 0.870091700825 -0.955975937565
4 2.65 1.00153636156 -0.981143852888
5 2.65 0.878120602975 -0.740396982475
6 2.65 0.532218924797 -0.33707755325
7 2.65 0.0682892882319 0.167788694883
8 2.65 -0.441010058266 0.628558972723
9 2.65 -0.804581440854 0.911264094757
10 2.65 -0.993958818475 1.00738400625
11 2.65 -0.936739224783 0.811305254365
12 2.65 -0.606605351688 0.419396359563
13 2.65 -0.177871918831 -0.0347886653746
14 2.65 0.312899512129 -0.539263128505
15 2.65 0.77262437302 -0.902625017247
16 2.65 0.97492621838 -0.973409890513
17 2.65 0.922048385583 -0.849934288329
18 2.65 0.721785796381 -0.573804448704
19 2.65 0.330043567393 -0.0845786445332
20 2.65 -0.241180551009 0.498094559791
21 2.65 -0.754517097534 0.894698521021
22 2.65 -0.967812236024 0.952274219306
23 2.65 -0.863254942013 0.752802070249
24 2.65 -0.60037563134 0.476891053918
25 2.65 -0.34276733591 0.251897098732
26 2.65 -0.165623560165 0.113785825247
27 2.65 -0.0691536339914 0.0447517914299
28 2.65 -0.0253355510607 0.015534059592
29 2.65 -0.00824191329309 0.00481021416811
30 2.65 -0.00240355825852 0.00134040336672
31 2.65 -0.000633331437336 0.000338573443605
32 2.65 -0.000151787965312 7.79997581699e-05
33 2.65 -3.32765456628e-05 1.64763814335e-05
34 2.65 -6.70612103408e-06 3.20603756236e-06
35 2.65 -1.24770439084e-06 5.77011467432e-07
36 2.65 -2.15139141022e-07 9.64014471559e-08
37 2.65 -3.44966452932e-08 1.49994777835e-08
38 2.65 -5.15961060361e-09 2.17988730779e-09
39 2.65 -7.21848044118e-10 2.96695633676e-10
40 2.65 -9.47023987461e-11 3.79105330546e-11
41 2.65 -1.16779383702e-11 4.55768858001e-12
42 2.65 -1.35638595303e-12 5.16598226845e-13
43 2.65 -1.48683399924e-13 5.53101099502e-14
44 2.65 -1.54095756608e-14 5.60350100851e-15
45 2.65 -1.51251118285e-15 5.38052209471e-16
46 2.65 -1.40820805195e-16 4.90409075051e-17
47 2.65 -1.24546333e-17 4.24892428651e-18
48 2.65 -1.04778660106e-18 3.50545014757e-19
49 2.65 -8.34955949124e-20 2.96041985933e-20

0 2.7 -0.648748310116 0.459231403011
1 2.7 -0.199293973186 -0.0248809127376
2 2.7 0.299502760696 -0.510525953723
3 2.7 0.725681845236 -0.857641833812
4 2.7 0.964404253995 -1.00281985407
5 2.7 0.974325072571 -0.886754926533
6 2.7 0.720783170508 -0.552616155337
7 2.7 0.313467298574 -0.0896703795631
8 2.7 -0.198948446491 0.421105347279
9 2.7 -0.64596209166 0.789691577048
10 2.7 -0.923358990819 0.993352418074
11 2.7 -1.00589154853 0.943711935747
12 2.7 -0.789858821547 0.623237403741
13 2.7 -0.398542437658 0.201789597245
14 2.7 0.0611431425439 -0.292825593051
15 2.7 0.568526300559 -0.758428131685
16 2.7 0.912270615561 -0.968416183807
17 2.7 0.96800046633 -0.927658009643
18 2.7 0.841936709787 -0.738057854958
19 2.7 0.554654863073 -0.352024344848
20 2.7 0.0504213860778 0.218749087825
21 2.7 -0.529582035396 0.738378146825
22 2.7 -0.905893106492 0.963186059055
23 2.7 -0.943585084849 0.869340215898
24 2.7 -0.736187302416 0.611508383525
25 2.7 -0.462471367119 0.353299360635
26 2.7 -0.243051364991 0.172895717374
27 2.7 -0.10951996507 0.0731773630257
28 2.7 -0.0430584639367 0.0271999214677
29 2.7 -0.0149673296157 0.00898464558294
30 2.7 -0.00464833013994 0.002662589146
31 2.7 -0.00130083345227 0.000713475058566
32 2.7 -0.00033037619467 0.000174014956632
33 2.7 -7.66095152361e-05 3.88485788157e-05
34 2.7 -1.63044393132e-05 7.97749374463e-06
35 2.7 -3.19927955434e-06 1.51328675591e-06
36 2.7 -5.81114892138e-07 2.66186890393e-07
37 2.7 -9.80580547245e-08 4.35645491541e-08
38 2.7 -1.54206770623e-08 6.65400373229e-09
39 2.7 -2.26659770401e-09 9.51113631816e-10
40 2.7 -3.1219980134e-10 1.27546877105e-10
41 2.7 -4.0393810146e-11 1.60838748311e-11
42 2.7 -4.92007287018e-12 1.91121369243e-12
43 2.7 -5.65298435917e-13 2.14421676079e-13
44 2.7 -6.13821591512e-14 2.27535632062e-14
45 2.7 -6.30978354406e-15 2.28757934715e-15
46 2.7 -6.15024109566e-16 2.18234791728e-16
47 2.7 -5.69279756214e-17 1.97844806797e-17
48 2.7 -5.01081012099e-18 1.70755314815e-18
49 2.7 -4.17447979773e-19 1.5128115955e-19

0 2.75 -0.817297728296 0.665128069941
1 2.75 -0.434239975229 0.22195599902
2 2.75 0.0522084288567 -0.27920333132
3 2.75 0.534770681721 -0.708849697954
4 2.75 0.870112236321 -0.959692121189
5 2.75 1.00537373272 -0.978824969235
6 2.75 0.870612289245 -0.735917494325
7 2.75 0.532966626584 -0.335703546464
8 2.75 0.0591383388707 0.178923119141
9 2.75 -0.44532750024 0.626572314806
10 2.75 -0.803666847137 0.916349013796
11 2.75 -1.00151842928 1.0093316036
12 2.75 -0.929215558216 0.8011437907
13 2.75 -0.601701473469 0.42044210841
14 2.75 -0.179622906459 -0.0385268802929
15 2.75 0.323948667838 -0.55146794066
16 2.75 0.778748394225 -0.901217195945
17 2.75 0.968087229297 -0.967439587233
18 2.75 0.921410738131 -0.853497826898
19 2.75 0.72600128243 -0.574392743798
20 2.75 0.323764425244 -0.0734210376661
21 2.75 -0.254439641477 0.509442334473
22 2.75 -0.76045355994 0.895322480564
23 2.75 -0.963068980967 0.944929183749
24 2.75 -0.855132570863 0.7456079317
25 2.75 -0.595306703667 0.473777693459
26 2.75 -0.341699335024 0.25202730051
27 2.75 -0.16660358058 0.115042235134
28 2.75 -0.070413905487 0.0458564918955
29 2.75 -0.0261845820406 0.0161740535716
30 2.75 -0.00866701929512 0.00510083689106
31 2.75 -0.00257731736481 0.00145062686427
32 2.75 -0.000693858946723 0.000374657264972
33 2.75 -0.000170209991537 8.84065767987e-05
34 2.75 -3.82570165102e-05 1.91581557613e-05
35 2.75 -7.91649758898e-06 3.83002203072e-06
36 2.75 -1.51453520734e-06 7.09176937454e-07
37 2.75 -2.68886900986e-07 1.22053371081e-07
38 2.75 -4.44478289029e-08 1.95867958843e-08
39 2.75 -6.8615696377e-09 2.93925640029e-09
40 2.75 -9.91896796289e-10 4.13522609012e-10
41 2.75 -1.34602143155e-10 5.46735483524e-11
42 2.75 -1.71854519619e-11 6.80791781978e-12
43 2.75 -2.06868737445e-12 7.9997854327e-13
44 2.75 -2.35225984605e-13 8.88733258199e-14
45 2.75 -2.53105870044e-14 9.35055409968e-15
46 2.75 -2.58143309119e-15 9.33185453841e-16
47 2.75 -2.49935265731e-16 8.84729083721e-17
48 2.75 -2.30041358584e-17 7.98366628963e-18
49 2.75 -2.00233284807e-18 7.41647213953e-19

0 2.8 -0.93465560632 0.830050736734
1 2.8 -0.643364956721 0.454409377893
2 2.8 -0.196232268017 -0.0301130616076
3 2.8 0.307498614797 -0.515626289274
4 2.8 0.725723842301 -0.858754853518
5 2.8 0.969591958796 -1.00604954096
6 2.8 0.969724290536 -0.879596765298
7 2.8 0.718614266563 -0.553811141402
8 2.8 0.309912622588 -0.0795602753986
9 2.8 -0.208956275091 0.424242064246
10 2.8 -0.643392788029 0.789834218701
11 2.8 -0.930222843521 1.00080420474
12 2.8 -1.00548710438 0.935757704105
13 2.8 -0.780500872018 0.619188387509
14 2.8 -0.400591411191 0.203223975822
15 2.8 0.0667564321591 -0.304188287241
16 2.8 0.580073525627 -0.764239722565
17 2.8 0.909458817331 -0.961749738368
18 2.8 0.962989856046 -0.927297207859
19 2.8 0.84608194355 -0.74226653083
20 2.8 0.554189521768 -0.345805052248
21 2.8 0.0386664792725 0.231951976625
22 2.8 -0.540275416503 0.744515883627
23 2.8 -0.905740216482 0.95873133277
24 2.8 -0.936105524696 0.861314876453
25 2.8 -0.729271053178 0.606338929457
26 2.8 -0.459616790062 0.352092104589
27 2.8 -0.243276475811 0.173799535164
28 2.8 -0.110767195276 0.0744253238713
29 2.8 -0.0441292419273 0.0280641071437
30 2.8 -0.0155829220624 0.00942652650114
31 2.8 -0.00492727944306 0.00284670955761
32 2.8 -0.00140673098039 0.00077882506819
33 2.8 -0.000365150339991 0.000194281323642
34 2.8 -8.66857013952e-05 4.44327153645e-05
35 2.8 -1.8916650262e-05 9.36105739298e-06
36 2.8 -3.8114263882e-06 1.82436857365e-06
37 2.8 -7.11828922181e-07 3.3012138626e-07
38 2.8 -1.23657264515e-07 5.56472759431e-08
39 2.8 -2.0043542958e-08 8.76424985525e-09
40 2.8 -3.03992768629e-09 1.29316851397e-09
41 2.8 -4.32510300282e-10 1.79196294409e-10
42 2.8 -5.78612425007e-11 2.33727473769e-11
43 2.8 -7.29401619539e-12 2.87535624423e-12
44 2.8 -8.68139269105e-13 3.34271805235e-13
45 2.8 -9.77343252261e-14 3.67873005627e-14
46 2.8 -1.04249481519e-14 3.83880288859e-15
47 2.8 -1.05524331113e-15 3.80414066358e-16
48 2.8 -1.01507505615e-16 3.58727171086e-17
49 2.8 -9.22593772705e-18 3.49254845409e-18

0 2.85 -0.993506889415 0.942904881939
1 2.85 -0.813630585148 0.659681733551
2 2.85 -0.430733587343 0.218901623021
3 2.85 0.059111895149 -0.287248044933
4 2.85 0.537846172257 -0.708746869164
5 2.85 0.873185479838 -0.965586670477
6 2.85 1.00652502684 -0.973334351081
7 2.85 0.864644663665 -0.735138809638
8 2.85 0.533864618101 -0.330893776507
9 2.85 0.0478801571179 0.188100196792
10 2.85 -0.446216943351 0.624156548489
11 2.85 -0.805921973587 0.923992783744
12 2.85 -1.00784629452 1.00812028739
13 2.85 -0.920192867016 0.792383963253
14 2.85 -0.599575883353 0.422755736215
15 2.85 -0.179866871268 -0.0446958626854
16 2.85 0.336096323415 -0.562837723673
17 2.85 0.782840781613 -0.898323338045
18 2.85 0.961422400069 -0.962755690642
19 2.85 0.922202488446 -0.857733810527
20 2.85 0.729739242489 -0.573934581961
21 2.85 0.31649503737 -0.061770791021
22 2.85 -0.267497135773 0.520212503132
23 2.85 -0.765726955934 0.895458416731
24 2.85 -0.958161214386 0.937655668228
25 2.85 -0.84724296684 0.738670552695
26 2.85 -0.590436904877 0.470785309886
27 2.85 -0.340664802622 0.252141594671
28 2.85 -0.167538475742 0.116249769439
29 2.85 -0.0716341607101 0.0469328191309
30 2.85 -0.0270185380764 0.0168071832401
31 2.85 -0.00909151845977 0.00539339856051
32 2.85 -0.00275409456693 0.00156377272547
33 2.85 -0.000756722104709 0.000412499932939
34 2.85 -0.0001897774688 9.95764343816e-05
35 2.85 -4.36763230285e-05 2.210871993e-05
36 2.85 -9.26774049096e-06 4.53479384223e-06
37 2.85 -1.82059223426e-06 8.62630456104e-07
38 2.85 -3.32310501262e-07 1.52709316343e-07
39 2.85 -5.65432931734e-08 2.5236244591e-08
40 2.85 -8.99488135368e-09 3.90405794809e-09
41 2.85 -1.34133931364e-09 5.66816159484e-10
42 2.85 -1.87957371857e-10 7.7412044018e-11
43 2.85 -2.48037403854e-11 9.96638385402e-12
44 2.85 -3.08883093008e-12 1.21193377572e-12
45 2.85 -3.6366728462e-13 1.39449703116e-13
46 2.85 -4.05509809513e-14 1.5208350526e-14
47 2.85 -4.28929443498e-15 1.5745361461e-15
48 2.85 -4.31006704988e-16 1.55082904937e-16
49 2.85 -4.08825141296e-17 1.58175393186e-17

0 2.9 -0.990529258758 0.996289908699
1 2.9 -0.93339309788 0.825620647771
2 2.9 -0.638608436268 0.451857014317
3 2.9 -0.192120976899 -0.0380501452396
4 2.9 0.314482057003 -0.517557766458
5 2.9 0.72621506138 -0.863285107933
6 2.9 0.975305107036 -1.00596658447
7 2.9 0.963200109754 -0.874820838498
8 2.9 0.719572646764 -0.554255837421
9 2.9 0.302665620112 -0.0680700472113
10 2.9 -0.216026809671 0.42429948077
11 2.9 -0.641652057104 0.793238232674
12 2.9 -0.938738948554 1.00664830184
13 2.9 -1.00202688859 0.926670957367
14 2.9 -0.773149596657 0.61779093759
15 2.9 -0.403225124319 0.203036787324
16 2.9 0.0746524174661 -0.316486471563
17 2.9 0.59041056454 -0.768071571301
18 2.9 0.905478624701 -0.955308918781
19 2.9 0.959365493021 -0.928311621262
20 2.9 0.850675988364 -0.746001851875
21 2.9 0.552657430869 -0.338622528987
22 2.9 0.0265413219026 0.244969031353
23 2.9 -0.550368351132 0.750007045183
24 2.9 -0.905150663083 0.954103049372
25 2.9 -0.928723024183 0.853510069559
26 2.9 -0.722602208574 0.601368028499
27 2.9 -0.456870386365 0.35092331737
28 2.9 -0.243482201268 0.174661190913
29 2.9 -0.111967231605 0.0756333325441
30 2.9 -0.0451734663857 0.0289123659692
31 2.9 -0.0161923381923 0.00986723537081
32 2.9 -0.00520820777698 0.00303368394607
33 2.9 -0.00151544436313 0.000846527058931
34 2.9 -0.000401607612286 0.000215738697367
35 2.9 -9.7492292475e-05 5.04848103004e-05
36 2.9 -2.17870310185e-05 1.08983118827e-05
37 2.9 -4.50158277528e-06 2.17919635015e-06
38 2.9 -8.6323796009e-07 4.05081817681e-07
39 2.9 -1.54159518018e-07 7.02265726317e-08
40 2.9 -2.57163288634e-08 1.13876728986e-08
41 2.9 -4.01829861549e-09 1.73175474721e-09
42 2.9 -5.895982749e-10 2.47569142418e-10
43 2.9 -8.14221727982e-11 3.33440065048e-11
44 2.9 -1.06050179839e-11 4.23960701987e-12
45 2.9 -1.30527021757e-12 5.09832857601e-13
46 2.9 -1.52084407798e-13 5.80861607573e-14
47 2.9 -1.68028510697e-14 6.27998205541e-15
48 2.9 -1.76292208335e-15 6.4576651923e-16
49 2.9 -1.74421296941e-16 6.89723901736e-17

0 2.95 -0.926279019695 0.987280090927
1 2.95 -0.994127182379 0.940982420531
2 2.95 -0.808590270064 0.655972981568
3 2.95 -0.428634735503 0.213731548406
4 2.95 0.0678271985044 -0.293190482351
5 2.95 0.538439594595 -0.710221842038
6 2.95 0.879418584324 -0.97090505764
7 2.95 1.00402071268 -0.966859272458
8 2.95 0.86203137501 -0.736878357048
9 2.95 0.532607916589 -0.322548637389
10 2.95 0.0366509537704 0.194062913284
11 2.95 -0.444910594038 0.623090431177
12 2.95 -0.811417919506 0.932825500999
13 2.95 -1.01185002078 1.00402372784
14 2.95 -0.910888135618 0.785764436296
15 2.95 -0.599779185 0.425419844601
16 2.95 -0.17814722436 -0.0530364183638
17 2.95 0.348685523135 -0.572947825673
18 2.95 0.785025795755 -0.894351006631
19 2.95 0.955271445282 -0.959431302362
20 2.95 0.924224390051 -0.862389243233
21 2.95 0.732863667041 -0.572439408864
22 2.95 0.308354622476 -0.0497527431016
23 2.95 -0.280289690925 0.530404732862
24 2.95 -0.770384031075 0.895159294908
25 2.95 -0.953123139586 0.930465494961
26 2.95 -0.8395776939 0.73197449291
27 2.95 -0.585751853838 0.467904574692
28 2.95 -0.339660867813 0.252240826546
29 2.95 -0.168431120834 0.117411372886
30 2.95 -0.0728164999051 0.0479819867231
31 2.95 -0.0278377772764 0.0174333863816
32 2.95 -0.00951513063267 0.0056876024899
33 2.95 -0.00293365961987 0.00167968517044
34 2.95 -0.000821841822379 0.000452065402591
35 2.95 -0.000210484567806 0.000111514713142
36 2.95 -4.95442020595e-05 2.53373369247e-05
37 2.95 -1.07669235528e-05 5.32544480035e-06
38 2.95 -2.16900294684e-06 1.03935698939e-06
39 2.95 -4.06484478283e-07 1.88996573984e-07
40 2.95 -7.1092624644e-08 3.2117262871e-08
41 2.95 -1.1637118827e-08 5.11453119426e-09
42 2.95 -1.78744728925e-09 7.65128139762e-10
43 2.95 -2.58234348695e-10 1.07772526461e-10
44 2.95 -3.51663335529e-11 1.43228874906e-11
45 2.95 -4.52309968102e-12 1.79942442181e-12
46 2.95 -5.50476117936e-13 2.14085085856e-13
47 2.95 -6.34997987841e-14 2.41605273304e-14
48 2.95 -6.95323966584e-15 2.59265921317e-15
49 2.95 -7.17215783251e-16 2.89875572923e-16

0 3.0 -0.804821389206 0.917213925185
1 3.0 -0.991924211351 0.997037678936
2 3.0 -0.930065948065 0.820840273148
3 3.0 -0.636338967705 0.449646233535
4 3.0 -0.18510149958 -0.0467814011098
5 3.0 0.318342400699 -0.517872968222
6 3.0 0.729623019486 -0.870385598827
7 3.0 0.978830595952 -1.00243419203
8 3.0 0.957354341889 -0.873617094952
9 3.0 0.7217010869 -0.55198422
10 3.0 0.292535613565 -0.0572966076902
11 3.0 -0.21965018671 0.422695758504
12 3.0 -0.642172011884 0.799709202012
13 3.0 -0.94743912929 1.00998791215
14 3.0 -0.996135799573 0.917616888262
15 3.0 -0.768244426225 0.618536124735
16 3.0 -0.405581331328 0.200850542091
17 3.0 0.0844381624276 -0.329094717174
18 3.0 0.599234487509 -0.770063859764
19 3.0 0.900741156617 -0.949409125778
20 3.0 0.957137332218 -0.930508242973
21 3.0 0.855484972344 -0.749135664483
22 3.0 0.550092036179 -0.330590004504
23 3.0 0.014159895048 0.257738674713
24 3.0 -0.559869570183 0.754895371127
25 3.0 -0.904174054075 0.949334806097
26 3.0 -0.921445921822 0.845918531214
27 3.0 -0.716165643207 0.596581723413
28 3.0 -0.454223898055 0.349789835491
29 3.0 -0.243669642785 0.175483333709
30 3.0 -0.113122853076 0.0768034876003
31 3.0 -0.0461922277594 0.0297451144824
32 3.0 -0.0167954966346 0.0103065193759
33 3.0 -0.00549083308956 0.00322328258282
34 3.0 -0.00162682834674 0.000916496589865
35 3.0 -0.00043971493692 0.000238378227926
36 3.0 -0.000109034640684 5.7013838887e-05
37 3.0 -2.49244071972e-05 1.25963865631e-05
38 3.0 -5.27459808711e-06 2.58104972632e-06
39 3.0 -1.03724053612e-06 4.92228833506e-07
40 3.0 -1.90168616484e-07 8.76456230125e-08
41 3.0 -3.26033936943e-08 1.46123811896e-08
42 3.0 -5.24108724243e-09 2.28695699074e-09
43 3.0 -7.91913341934e-10 3.36790734236e-10
44 3.0 -1.12720413115e-10 4.67692097428e-11
45 3.0 -1.5145620949e-11 6.13642109504e-12
46 3.0 -1.92465184443e-12 7.62108964685e-13
47 3.0 -2.31716412939e-13 8.9743621703e-14
48 3.0 -2.64704926106e-14 1.00460200115e-14
49 3.0 -2.84521808535e-15 1.1753889684e-15

0 3.05 -0.633429453489 0.790892869502
1 3.05 -0.927806823754 0.989538929727
2 3.05 -0.993860142215 0.937007441313
3 3.05 -0.804821491713 0.654649273574
4 3.05 -0.425169710557 0.20568213146
5 3.05 0.075568841008 -0.295840862663
6 3.05 0.539126657162 -0.71505673529
7 3.05 0.886781087221 -0.973327892496
8 3.05 0.998965159608 -0.96192335685
9 3.05 0.862860017746 -0.738979300022
10 3.05 0.527969932645 -0.311844478149
11 3.05 0.0273168311849 0.196678243425
12 3.05 -0.443070714456 0.62456231204
13 3.05 -0.819475572108 0.941430073154
14 3.05 -1.01303386642 0.997758479439
15 3.05 -0.902362977581 0.781604568069
16 3.05 -0.601645588377 0.42762966843
17 3.05 -0.174279153254 -0.0631399643064
18 3.05 0.36113708249 -0.581534494293
19 3.05 0.785521939194 -0.88969367251
20 3.05 0.949888393465 -0.957468611004
21 3.05 0.927267301271 -0.867242112894
22 3.05 0.735278867322 -0.569939076419
23 3.05 0.299458488355 -0.0374759687827
24 3.05 -0.292768961451 0.54002592608
25 3.05 -0.77446976223 0.894472715716
26 3.05 -0.947983892015 0.923367715232
27 3.05 -0.832128263779 0.725505507494
28 3.05 -0.581238614687 0.465127174266
29 3.05 -0.338685009848 0.252325792038
